sample_number,sample_date,lead_amount_ppm
2469562,2019-12-05,5e-5
2467835,2019-12-05,7e-5
2467891,2019-12-05,5e-5
2466958,2019-12-05,5e-5
2468559,2019-12-05,3.48e-4
2466030,2019-12-05,0.00199
2466404,2019-12-05,0.00121
2466501,2019-12-05,4.3e-4
2468500,2019-12-05,6.83e-5
2468550,2019-12-05,5e-5
2466636,2019-12-05,5e-5
2466431,2019-12-05,1.1e-4
2466415,2019-12-05,5e-5
2466717,2019-12-05,5e-5
2466693,2019-12-06,1e-4
2469120,2019-12-06,5e-5
2469548,2019-12-06,3.87e-4
2468642,2019-12-06,5e-5
2466396,2019-12-06,5e-5
2469560,2019-12-06,6.11e-5
2467910,2019-12-07,2.49e-4
2468196,2019-12-08,1.49e-4
2466728,2019-12-08,2.7e-4
2468529,2019-12-08,5e-5
2468549,2019-12-08,9.72e-5
2468573,2019-12-08,2.36e-4
2469913,2019-12-08,8.7e-4
2474294,2019-12-08,5.14e-5
2468465,2019-12-08,5e-5
2468659,2019-12-08,1.75e-4
2469958,2019-12-08,6.01e-4
2467885,2019-12-08,5e-5
2468650,2019-12-08,0.0011
2466944,2019-12-08,7e-5
2469092,2019-12-09,5e-5
2466417,2019-12-09,5.7e-4
2469840,2019-12-09,5e-5
2469144,2019-12-09,3.18e-4
2469738,2019-12-09,5e-5
2468663,2019-12-09,7.38e-5
2468200,2019-12-09,3.59e-4
2468238,2019-12-09,0.0025
2469521,2019-12-09,7.37e-4
2474284,2019-12-09,5e-5
2468575,2019-12-09,0.0021
2468195,2019-12-09,5e-5
2468630,2019-12-09,5e-5
2469094,2019-12-09,5.47e-5
2469926,2019-12-10,0.00236
2466712,2019-12-10,6e-5
2469886,2019-12-10,5e-5
2469932,2019-12-10,4.07e-4
2474317,2019-12-10,5e-5
2467863,2019-12-10,4.1e-4
2469296,2019-12-10,1.18e-4
2469312,2019-12-10,6.61e-4
2469915,2019-12-10,0.00159
2468637,2019-12-10,1.78e-4
2469973,2019-12-10,5e-5
2474302,2019-12-10,1.34e-4
2474307,2019-12-10,5e-5
2474298,2019-12-10,0.00106
2469974,2019-12-10,5.04e-4
2474311,2019-12-10,1.23e-4
2470075,2019-12-10,0.0013
2474296,2019-12-10,5e-5
2469949,2019-12-10,8.27e-5
2469561,2019-12-10,5.17e-5
2474300,2019-12-11,5e-5
2470082,2019-12-11,5.97e-5
2474306,2019-12-11,5e-5
2469511,2019-12-11,5e-5
2469925,2019-12-11,6.39e-5
2474293,2019-12-11,9.43e-4
2474291,2019-12-11,0.00274
2469959,2019-12-11,0.0034
2473129,2019-12-11,1.12e-4
2474313,2019-12-11,6.3e-5
2474316,2019-12-11,4.26e-4
2474308,2019-12-11,5e-5
2468574,2019-12-12,0.00214
2483849,2019-12-12,6.41e-4
2483463,2019-12-12,5e-5
2474312,2019-12-12,6.07e-5
2469860,2019-12-12,3.98e-4
2469877,2019-12-12,8.28e-5
2474305,2019-12-12,4.26e-4
2473127,2019-12-12,9.04e-5
2469948,2019-12-12,0.00147
2470081,2019-12-12,7.56e-4
2473128,2019-12-13,9.74e-5
2469595,2019-12-13,5e-5
2473131,2019-12-13,7.61e-5
2473124,2019-12-13,5.04e-4
2479413,2019-12-13,5e-5
2483848,2019-12-13,2.36e-4
2475148,2019-12-14,7.64e-4
2475083,2019-12-15,0.00223
2469916,2019-12-15,5e-5
2474292,2019-12-15,5.69e-5
2469917,2019-12-15,0.00238
2473126,2019-12-16,5e-5
2473133,2019-12-16,9.15e-5
2473113,2019-12-16,2.6e-4
2474297,2019-12-16,5.67e-4
2473135,2019-12-16,1.14e-4
2475115,2019-12-16,0.00169
2474303,2019-12-16,5e-5
2474309,2019-12-16,1.06e-4
2475075,2019-12-16,1.02e-4
2475150,2019-12-16,6.13e-5
2473955,2019-12-16,4.3e-4
2474315,2019-12-17,6.87e-5
2475151,2019-12-17,5e-5
2474301,2019-12-17,7.62e-5
2475137,2019-12-17,7.39e-4
2475136,2019-12-17,2.07e-4
2473954,2019-12-17,0.00591
2475633,2019-12-17,5e-5
2475103,2019-12-17,5.6e-5
2474295,2019-12-17,4.88e-4
2474299,2019-12-17,6.3e-5
2475145,2019-12-17,0.00252
2474277,2019-12-18,7.62e-4
2475562,2019-12-18,0.00126
2474304,2019-12-18,6.07e-4
2474310,2019-12-18,0.00149
2475386,2019-12-18,5e-5
2475393,2019-12-18,5e-5
2475387,2019-12-18,6.7e-5
2475395,2019-12-18,5e-5
2475259,2019-12-18,7.29e-5
2481828,2019-12-18,8e-5
2475394,2019-12-18,5e-5
2475147,2019-12-18,5.56e-5
2481831,2019-12-19,5e-5
2475086,2019-12-19,1.44e-4
2475392,2019-12-19,5e-5
2473132,2019-12-19,5.29e-4
2473953,2019-12-19,4.7e-4
2479411,2019-12-19,2.47e-4
2475135,2019-12-19,1.28e-4
2475384,2019-12-19,5.16e-4
2475074,2019-12-19,2.02e-4
2475390,2019-12-19,7.09e-4
2474314,2019-12-19,0.00257
2475391,2019-12-19,5.42e-5
2475085,2019-12-20,5e-5
2475507,2019-12-20,3.17e-4
2475260,2019-12-20,5e-5
2475568,2019-12-20,5e-5
2475581,2019-12-20,0.00158
2475476,2019-12-20,2.46e-4
2475385,2019-12-20,5e-5
2475264,2019-12-22,0.0036
2475432,2019-12-22,5e-5
2483475,2019-12-22,5e-5
2475396,2019-12-22,5e-5
2475263,2019-12-23,9.08e-5
2475563,2019-12-23,5.61e-4
2475399,2019-12-23,5.27e-4
2475388,2019-12-23,5e-5
2475262,2019-12-23,6.1e-4
2475389,2019-12-23,6.75e-4
2475400,2019-12-23,5.29e-5
2475569,2019-12-24,0.00178
2483442,2019-12-25,5.5e-4
2501687,2019-12-25,5e-5
2475274,2019-12-27,5e-5
2475462,2019-12-27,2.61e-4
2475635,2019-12-27,0.00208
2475475,2019-12-27,0.00141
2475564,2019-12-27,6.41e-4
2478351,2019-12-27,1.44e-4
2475467,2019-12-28,0.00119
2473114,2019-12-28,5e-5
2475560,2019-12-29,3.21e-4
2473125,2019-12-29,5e-5
2473134,2019-12-29,2.87e-4
2479360,2019-12-30,7.8e-4
2482576,2019-12-30,5e-5
2475397,2019-12-30,1.41e-4
2483445,2019-12-30,5e-5
2475398,2019-12-30,2.11e-4
2475561,2019-12-30,5e-5
2475411,2019-12-31,3.73e-4
2483478,2019-12-31,6e-5
2479365,2019-12-31,8e-5
2475632,2019-12-31,0.00192
2478350,2019-12-31,7.32e-4
2478336,2019-12-31,5e-5
2479417,2019-12-31,4.79e-4
2479408,2019-12-31,8.01e-5
2477730,2019-12-31,9.19e-5
2475529,2019-12-31,5e-5
2475576,2019-12-31,5e-5
2479462,2020-01-01,0.00179
2479364,2020-01-01,6.72e-5
2479419,2020-01-01,0.00136
2478332,2020-01-01,5.75e-5
2479414,2020-01-02,9.15e-4
2479427,2020-01-02,3.57e-4
2478370,2020-01-02,5e-5
2475614,2020-01-02,2.1e-4
2481805,2020-01-02,1.4e-4
2478341,2020-01-02,0.00218
2477732,2020-01-02,5e-5
2479410,2020-01-02,5e-5
2479385,2020-01-02,5e-5
2478394,2020-01-02,0.00639
2479407,2020-01-02,5e-5
2483448,2020-01-02,8e-5
2479463,2020-01-02,0.00262
2501871,2020-01-03,9.83e-5
2478334,2020-01-03,5e-5
2483444,2020-01-03,5e-5
2482526,2020-01-03,5e-5
2478333,2020-01-03,4.24e-4
2479367,2020-01-03,1.63e-4
2477738,2020-01-03,8.47e-4
2478358,2020-01-03,1.03e-4
2479415,2020-01-03,1.59e-4
2485326,2020-01-03,5e-5
2478395,2020-01-03,9.09e-5
2479452,2020-01-03,5.18e-4
2483474,2020-01-03,4.1e-4
2478375,2020-01-03,5e-5
2477731,2020-01-03,7.46e-5
2475277,2020-01-03,0.0037
2484008,2020-01-05,0.00136
2477729,2020-01-05,6.55e-5
2479464,2020-01-05,5e-5
2479421,2020-01-05,5e-5
2479423,2020-01-05,5e-5
2479422,2020-01-05,9.26e-5
2477713,2020-01-06,5e-5
2479425,2020-01-06,2.31e-4
2478348,2020-01-06,0.005
2477712,2020-01-06,1.96e-4
2478337,2020-01-06,0.62
2479416,2020-01-06,8.08e-5
2479465,2020-01-06,5e-5
2479361,2020-01-06,5e-5
2479484,2020-01-06,5e-5
2478335,2020-01-06,6.39e-4
2477715,2020-01-07,5e-5
2479486,2020-01-07,3.7e-4
2483479,2020-01-07,5e-5
2483477,2020-01-07,5e-5
2482596,2020-01-07,5e-5
2477733,2020-01-07,5e-5
2479466,2020-01-07,4.11e-4
2481813,2020-01-07,5e-5
2477739,2020-01-08,5e-5
2477716,2020-01-08,5.07e-4
2479485,2020-01-08,5e-5
2479366,2020-01-08,5.17e-5
2484757,2020-01-08,1.99e-4
2478396,2020-01-08,6.21e-5
2478349,2020-01-08,3.56e-4
2479362,2020-01-08,5e-5
2479450,2020-01-08,5e-5
2483446,2020-01-08,5e-5
2479480,2020-01-08,0.0019
2483419,2020-01-09,2.1e-4
2481801,2020-01-09,5e-5
2484029,2020-01-09,5e-5
2483950,2020-01-09,0.00387
2484870,2020-01-09,5e-5
2484047,2020-01-09,7.91e-5
2484030,2020-01-09,9.31e-5
2479453,2020-01-09,7.25e-5
2485320,2020-01-09,0.00307
2479424,2020-01-09,1.11e-4
2479418,2020-01-10,0.00138
2483956,2020-01-10,0.00241
2484166,2020-01-10,7.3e-5
2483932,2020-01-10,5e-5
2484183,2020-01-10,9.19e-5
2479435,2020-01-10,5e-5
2483951,2020-01-10,5e-5
2479426,2020-01-10,5e-5
2483850,2020-01-10,5.53e-5
2484750,2020-01-10,5e-5
2479451,2020-01-11,5e-5
2484022,2020-01-12,5e-5
2479448,2020-01-12,6.05e-4
2484028,2020-01-12,5e-5
2484871,2020-01-12,5e-5
2484058,2020-01-12,7.15e-4
2479487,2020-01-13,0.00277
2483464,2020-01-13,5e-5
2479412,2020-01-13,5e-5
2483447,2020-01-13,7e-5
2483473,2020-01-13,5e-5
2484874,2020-01-13,5e-5
2483480,2020-01-13,0.00269
2484872,2020-01-13,6.98e-5
2485329,2020-01-13,8.09e-5
2483449,2020-01-14,5e-5
2484074,2020-01-14,5e-5
2483964,2020-01-14,0.00111
2483985,2020-01-14,0.0012
2483461,2020-01-14,5e-5
2484873,2020-01-15,7.23e-4
2484025,2020-01-15,1.26e-4
2484046,2020-01-15,5e-5
2485337,2020-01-15,5e-5
2483931,2020-01-15,2.91e-4
2484758,2020-01-15,5e-5
2501694,2020-01-15,9.1e-5
2483459,2020-01-16,0.00124
2483476,2020-01-16,5e-5
2484064,2020-01-16,5.74e-4
2483457,2020-01-16,5e-5
2484026,2020-01-17,5e-5
2484027,2020-01-17,0.00126
2483440,2020-01-17,5e-5
2501772,2020-01-17,1.56e-4
2483441,2020-01-19,5e-5
2484013,2020-01-20,5e-5
2484512,2020-01-20,9.59e-4
2484875,2020-01-20,5e-5
2484891,2020-01-20,5e-5
2484191,2020-01-20,1.02e-4
2482531,2020-01-20,5e-5
2485330,2020-01-20,5e-5
2483944,2020-01-21,4.11e-4
2483952,2020-01-21,5e-5
2481825,2020-01-21,0.00164
2501666,2020-01-22,4.69e-4
2483851,2020-01-22,0.00107
2501704,2020-01-22,0.00922
2484031,2020-01-22,5e-5
2501675,2020-01-22,5e-5
2485346,2020-01-22,0.00651
2488161,2020-01-22,6.35e-5
2501783,2020-01-22,5.2e-4
2501716,2020-01-22,5e-5
2485332,2020-01-23,1.43e-4
2488151,2020-01-23,6.89e-5
2501668,2020-01-23,5e-5
2486431,2020-01-23,1.93e-4
2485345,2020-01-23,0.00156
2486412,2020-01-23,5e-5
2501670,2020-01-23,5e-5
2486434,2020-01-23,1.78e-4
2486731,2020-01-23,1.06e-4
2501866,2020-01-23,5e-5
2488147,2020-01-23,6.24e-4
2485336,2020-01-23,5e-5
2486427,2020-01-24,5e-5
2485347,2020-01-24,5e-5
2501827,2020-01-24,1.51e-4
2483443,2020-01-24,1.89e-4
2486743,2020-01-24,3.29e-4
2486742,2020-01-24,2.17e-4
2486429,2020-01-24,0.00151
2501669,2020-01-24,2.41e-4
2501676,2020-01-24,0.00203
2501823,2020-01-24,5e-5
2485335,2020-01-24,5e-5
2501722,2020-01-26,0.00154
2486411,2020-01-27,0.00214
2492295,2020-01-27,5e-5
2486441,2020-01-27,2.04e-4
2486443,2020-01-27,5.38e-4
2488144,2020-01-28,6.1e-4
2486436,2020-01-28,0.00158
2486438,2020-01-28,5e-5
2488158,2020-01-28,5e-5
2488143,2020-01-28,5.26e-4
2488339,2020-01-28,5e-5
2489180,2020-01-29,5e-5
2486730,2020-01-29,5.94e-5
2486426,2020-01-29,3.54e-4
2488162,2020-01-29,5e-5
2489175,2020-01-29,0.00123
2488338,2020-01-29,5e-5
2488332,2020-01-29,3.5e-4
2501719,2020-01-29,4.74e-4
2501829,2020-01-29,0.201
2489187,2020-01-30,6.75e-5
2489090,2020-01-30,6.49e-5
2501720,2020-01-30,0.00234
2488146,2020-01-30,6.43e-5
2489174,2020-01-30,5e-5
2501667,2020-01-30,1.36e-4
2489093,2020-01-30,8.67e-4
2488331,2020-01-31,7.15e-4
2489092,2020-01-31,1.8e-4
2488182,2020-02-02,6.08e-4
2501689,2020-02-03,0.00108
2488183,2020-02-03,7.16e-5
2501672,2020-02-03,5.43e-5
2494043,2020-02-03,1.33e-4
2489184,2020-02-03,9.47e-5
2489179,2020-02-03,1.53e-4
2489165,2020-02-03,0.00306
2489091,2020-02-03,1.46e-4
2488142,2020-02-03,5e-5
2489181,2020-02-04,5e-5
2489166,2020-02-04,0.00153
2501870,2020-02-04,5e-5
2489183,2020-02-04,6.97e-4
2489171,2020-02-04,7.13e-4
2489186,2020-02-05,3.67e-4
2489185,2020-02-05,5e-5
2492298,2020-02-05,9.88e-4
2501673,2020-02-05,5.32e-4
2492297,2020-02-05,4.44e-4
2492294,2020-02-06,7.16e-5
2501688,2020-02-06,7.71e-4
2488337,2020-02-06,4.12e-4
2501142,2020-02-06,6.85e-4
2501103,2020-02-06,9.09e-4
2501059,2020-02-06,1.07e-4
2501102,2020-02-06,5e-5
2501830,2020-02-07,0.00172
2489178,2020-02-07,5e-5
2494080,2020-02-07,8.49e-5
2501700,2020-02-09,2.3e-4
2501795,2020-02-09,0.00277
2501824,2020-02-10,2.38e-4
2501718,2020-02-10,3.42e-4
2501163,2020-02-10,3.54e-4
2495160,2020-02-10,5e-5
2495095,2020-02-11,5e-5
2494081,2020-02-11,0.00288
2501906,2020-02-11,5e-5
2492296,2020-02-11,5.64e-5
2495165,2020-02-11,3.57e-4
2492307,2020-02-12,1.15e-4
2495091,2020-02-12,6.13e-5
2501695,2020-02-12,4.38e-4
2501701,2020-02-12,5e-5
2492315,2020-02-12,1e-4
2501674,2020-02-12,5e-5
2494068,2020-02-12,2.05e-4
2494079,2020-02-12,1.31e-4
2501691,2020-02-12,5e-5
2501153,2020-02-12,2.68e-4
2501809,2020-02-12,4.03e-4
2495129,2020-02-12,8.15e-4
2501144,2020-02-12,5e-5
2495120,2020-02-13,0.503
2494047,2020-02-13,5e-5
2495157,2020-02-13,0.00112
2501069,2020-02-13,6.82e-5
2494071,2020-02-13,5e-5
2495116,2020-02-14,2.08e-4
2501164,2020-02-14,0.00131
2495081,2020-02-14,0.0013
2495105,2020-02-14,5.05e-4
2501813,2020-02-16,7.89e-5
2501665,2020-02-17,5e-5
2501686,2020-02-17,5e-5
2501062,2020-02-18,1.83e-4
2494045,2020-02-18,5e-5
2501697,2020-02-18,0.00258
2501717,2020-02-18,5e-5
2495158,2020-02-18,2.73e-4
2501797,2020-02-18,0.00384
2501671,2020-02-18,5e-5
2501702,2020-02-19,8.18e-4
2495125,2020-02-19,8.11e-5
2501696,2020-02-19,2.07e-4
2501721,2020-02-19,5.06e-4
2496787,2020-02-20,0.00103
2496777,2020-02-20,0.00139
2501052,2020-02-20,4.41e-4
2501002,2020-02-20,2.78e-4
2501057,2020-02-20,5e-5
2496977,2020-02-20,5e-5
2496980,2020-02-20,1.5e-4
2496976,2020-02-20,7.62e-5
2497049,2020-02-20,6.34e-5
2501001,2020-02-20,2.45e-4
2501677,2020-02-20,6.35e-4
2496975,2020-02-21,1.01e-4
2496778,2020-02-21,8.76e-5
2501690,2020-02-21,4.7e-4
2501723,2020-02-23,5e-5
2501698,2020-02-24,0.00212
2501771,2020-02-24,2.18e-4
2501699,2020-02-24,0.00258
2499858,2020-02-24,5e-5
2496979,2020-02-24,5e-5
2499851,2020-02-25,4.69e-4
2501101,2020-02-25,5e-5
2501828,2020-02-25,6.89e-5
2499855,2020-02-25,6.35e-4
2502969,2020-02-25,5e-5
2501705,2020-02-25,5e-5
2499857,2020-02-25,6.52e-4
2499853,2020-02-25,0.00109
2501058,2020-02-25,6.07e-5
2502970,2020-02-25,9.4e-4
2504600,2020-02-25,6.5e-4
2499856,2020-02-26,0.00377
2501724,2020-02-26,0.00123
2501149,2020-02-26,5e-5
2499861,2020-02-26,5.06e-5
2496978,2020-02-26,5e-5
2501770,2020-02-27,5e-5
2501065,2020-02-27,5e-5
2501821,2020-02-28,1.44e-4
2501814,2020-02-28,0.0336
2499926,2020-02-28,2.65e-4
2501826,2020-02-28,3.42e-4
2499863,2020-02-28,0.00104
2499854,2020-02-28,5e-5
2501071,2020-03-01,5.59e-5
2501025,2020-03-01,5e-5
2501703,2020-03-02,5e-5
2499862,2020-03-02,1.36e-4
2499860,2020-03-02,5.24e-4
2501693,2020-03-02,5e-5
2501140,2020-03-03,5e-5
2501112,2020-03-03,5e-5
2499859,2020-03-03,5e-5
2502968,2020-03-04,0.00226
2502971,2020-03-05,6e-5
2504771,2020-03-05,5e-5
2503369,2020-03-05,9e-5
2501825,2020-03-05,5.75e-5
2504540,2020-03-06,4.3e-4
2501796,2020-03-06,5e-5
2502963,2020-03-06,5e-5
2504601,2020-03-06,0.00136
2501664,2020-03-06,4.64e-4
2503352,2020-03-07,1.5e-4
2501715,2020-03-08,5e-5
2501714,2020-03-08,5e-5
2532251,2020-03-08,7e-5
2501692,2020-03-08,5e-5
2504783,2020-03-09,5e-5
2504782,2020-03-09,0.00106
2503361,2020-03-09,5e-5
2504609,2020-03-09,4e-4
2504549,2020-03-10,0.00127
2503368,2020-03-10,5e-5
2504781,2020-03-10,4.5e-4
2530738,2020-03-10,7e-5
2504772,2020-03-10,2.8e-4
2504770,2020-03-10,8.3e-4
2504769,2020-03-10,8e-5
2503360,2020-03-11,7e-5
2504768,2020-03-11,1e-4
2508020,2020-03-13,5e-5
2508022,2020-03-13,1.45e-4
2530737,2020-03-16,5e-5
2508019,2020-03-17,5e-5
2508021,2020-03-17,0.00461
2584110,2020-08-25,2.4e-4
2584109,2020-08-28,8e-5
2587292,2020-09-03,8.44
2644078,2020-12-11,0.0039
2635402,2020-12-14,5e-5
2636955,2020-12-14,0.00101
2644013,2020-12-14,5.89e-5
2637001,2020-12-15,5e-5
2636953,2020-12-17,4.67e-4
2636954,2020-12-21,3.54e-4
2637000,2020-12-22,5e-5
2637003,2020-12-22,4.07e-4
2640864,2020-12-23,0.00157
2640884,2020-12-30,4.24e-4
2640885,2020-12-30,5e-5
2640881,2020-12-31,5e-4
2640873,2021-01-03,4.89e-4
2640882,2021-01-03,9.93e-4
2640880,2021-01-04,6.7e-4
2644064,2021-01-04,5e-5
2640883,2021-01-05,6.65e-4
2644065,2021-01-07,0.00125
2643988,2021-01-07,0.00126
2644014,2021-01-07,0.00291
2643972,2021-01-07,1.16e-4
2643987,2021-01-08,9.26e-5
2643970,2021-01-08,9.06e-5
2643980,2021-01-10,5e-5
2643973,2021-01-10,5e-5
2650391,2021-01-12,9.6e-4
2644075,2021-01-12,5.79e-5
2644073,2021-01-12,5.19e-5
2650372,2021-01-13,1.8e-4
2650325,2021-01-14,0.001
2650355,2021-01-14,9.7e-4
2650326,2021-01-15,0.00297
2650381,2021-01-15,0.00962
2650332,2021-01-17,1e-4
2650380,2021-01-18,6.3e-4
2650375,2021-01-18,9.5e-4
2650320,2021-01-18,8e-5
2650392,2021-01-19,0.00192
2650367,2021-01-19,0.00093000000000000005
2650379,2021-01-20,6e-5
2650336,2021-01-20,5e-5
2650333,2021-01-20,5e-5
2650370,2021-01-20,5e-5
2650346,2021-01-20,9e-5
2650327,2021-01-20,4.9e-4
2650365,2021-01-21,5e-5
2650339,2021-01-21,0.00124
2650378,2021-01-21,5e-5
2650353,2021-01-22,0.00112
2650354,2021-01-25,0.00141
2650351,2021-01-25,1.1e-4
2650324,2021-01-25,5e-5
2652937,2021-01-26,5e-5
2650352,2021-01-26,5e-5
2650337,2021-01-26,5.5e-4
2652923,2021-01-27,8.38e-4
2652912,2021-01-27,8.56e-5
2652936,2021-01-28,4.11e-4
2652914,2021-01-29,5e-5
2652911,2021-01-29,5e-5
2660078,2021-01-30,6e-5
2652913,2021-01-31,1.14e-4
2652925,2021-02-01,9.93e-5
2652938,2021-02-01,3.47e-4
2652934,2021-02-02,4.25e-4
2660344,2021-02-03,8.1e-4
2660093,2021-02-03,4.9e-4
2652939,2021-02-03,5e-5
2652960,2021-02-03,0.00112
2660158,2021-02-03,5e-5
2660041,2021-02-03,5e-5
2660341,2021-02-03,2.7e-4
2660135,2021-02-04,5e-5
2660157,2021-02-04,5e-5
2660042,2021-02-04,3.7e-4
2660079,2021-02-04,4.4e-4
2660076,2021-02-05,0.00382
2660070,2021-02-05,1.3e-4
2660069,2021-02-05,5.3e-4
2660127,2021-02-05,6e-5
2660159,2021-02-07,6.4e-4
2660080,2021-02-07,9e-5
2660149,2021-02-08,5e-5
2660134,2021-02-08,1e-4
2660137,2021-02-09,5e-5
2660040,2021-02-09,0.00503
2660068,2021-02-09,9e-5
2660343,2021-02-09,2.3e-4
2660077,2021-02-09,5.2e-4
2661466,2021-02-09,5e-5
2660136,2021-02-10,8.8e-4
2660342,2021-02-10,5e-5
2660147,2021-02-10,5e-5
2660124,2021-02-11,7.6e-4
2660081,2021-02-11,6e-5
2660082,2021-02-11,5e-5
2660092,2021-02-11,7.2e-4
2660133,2021-02-12,5e-5
2661471,2021-02-17,3.1e-4
2661456,2021-02-17,0.00564
2661468,2021-02-17,5e-5
2661479,2021-02-18,5e-5
2661457,2021-02-22,5e-5
2661478,2021-02-22,6.7e-4
2661470,2021-02-22,5e-4
2661458,2021-02-23,5e-5
2661476,2021-02-23,2.1e-4
2664754,2021-02-24,3.4e-4
2664744,2021-02-24,5e-5
2664745,2021-02-25,2.1e-4
2664791,2021-02-26,6.2e-4
2664778,2021-02-28,7e-5
2664786,2021-03-01,6e-5
2668666,2021-03-01,1.36e-4
2664847,2021-03-01,2.4e-4
2664746,2021-03-01,0.00127
2664743,2021-03-02,5e-5
2664781,2021-03-02,2.3e-4
2668668,2021-03-02,0.00174
2668625,2021-03-03,0.00104
2668651,2021-03-03,2.86e-4
2668664,2021-03-03,6.57e-5
2668626,2021-03-04,0.0025
2668661,2021-03-05,0.00589
2668662,2021-03-05,5e-5
2668663,2021-03-06,5e-5
2668665,2021-03-07,2.27e-4
2668667,2021-03-09,5e-5
2668623,2021-03-09,5e-5
2668622,2021-03-09,5e-5
2668660,2021-03-10,5e-5
2668743,2021-03-10,3.9e-4
2674970,2021-03-11,5e-5
2674871,2021-03-13,5e-5
2674879,2021-03-15,3.5e-4
2674766,2021-03-15,5e-5
2674765,2021-03-15,5e-5
2674870,2021-03-15,5e-5
2674767,2021-03-16,5e-5
2674842,2021-03-17,6e-5
2674762,2021-03-18,5e-5
2674868,2021-03-18,5e-5
2674769,2021-03-18,7.5e-4
2674768,2021-03-19,5e-5
2674761,2021-03-19,0.00298
2674797,2021-03-19,5e-5
2674763,2021-03-22,5e-5
2674869,2021-03-22,5e-5
2674796,2021-03-24,5e-5
2678171,2021-03-25,0.00111
2678172,2021-03-26,5e-5
2678141,2021-03-26,5e-5
2678145,2021-03-27,0.00144
2678146,2021-03-28,0.00266
2678183,2021-03-29,4.5e-4
2678142,2021-03-29,7.9e-4
2678144,2021-03-30,5e-5
2678184,2021-03-30,1e-4
2678185,2021-03-30,5e-5
2678173,2021-03-30,5e-5
2678140,2021-03-30,4.8e-4
2682349,2021-03-30,5e-5
2678174,2021-03-31,1.9e-4
2678156,2021-03-31,0.00304
2682329,2021-03-31,5e-5
2682323,2021-03-31,1.4e-4
2682353,2021-03-31,5e-5
2678372,2021-04-01,5e-5
2682322,2021-04-01,7e-5
2682351,2021-04-01,5e-5
2680519,2021-04-05,5e-5
2682335,2021-04-05,4.3e-4
2682350,2021-04-06,5e-5
2682331,2021-04-06,0.00102
2682337,2021-04-06,5e-5
2682343,2021-04-06,5e-5
2680518,2021-04-07,5e-5
2682325,2021-04-08,1.1e-4
2685770,2021-04-08,5e-5
2685571,2021-04-08,4.7e-4
2685772,2021-04-08,5e-5
2685773,2021-04-09,1.2e-4
2685560,2021-04-11,3.1e-4
2685561,2021-04-12,5.7e-4
2685551,2021-04-12,3.5e-4
2685559,2021-04-13,5e-5
2685576,2021-04-13,9.1e-4
2685533,2021-04-13,3.6e-4
2687148,2021-04-13,5e-5
2685555,2021-04-14,1.1e-4
2687154,2021-04-14,9.2e-4
2687153,2021-04-14,5e-5
2687151,2021-04-15,5.2e-4
2687109,2021-04-15,3.1e-4
2687100,2021-04-15,9e-5
2687156,2021-04-15,0.00453
2687152,2021-04-15,3.2e-4
2687110,2021-04-19,0.00205
2687155,2021-04-19,1.4e-4
2690673,2021-04-20,5e-5
2687165,2021-04-20,0.00205
2690676,2021-04-21,5.11e-5
2692816,2021-04-22,4.61e-4
2692799,2021-04-23,0.00121
2692808,2021-04-23,5e-5
2692797,2021-04-24,5e-5
2692804,2021-04-25,5e-5
2692796,2021-04-25,5e-5
2692812,2021-04-25,5e-5
2692805,2021-04-25,5e-5
2692810,2021-04-26,3.04e-4
2692806,2021-04-26,3.38e-4
2692807,2021-04-26,0.00126
2692811,2021-04-26,2.09e-4
2692803,2021-04-26,5e-5
2692800,2021-04-27,2.66e-4
2692809,2021-04-27,5.29e-5
2691289,2021-04-27,1.05e-4
2692798,2021-04-27,5e-5
2692813,2021-04-27,5.74e-5
2692817,2021-04-27,5e-5
2692802,2021-04-27,0.00267
2691320,2021-04-27,3.81e-4
2691321,2021-04-28,1.62e-4
2691290,2021-04-28,0.00254
2692815,2021-04-28,1.1e-4
2692801,2021-04-28,7.6e-4
2692814,2021-04-29,5.54e-5
2694509,2021-04-30,5.6e-4
2694505,2021-04-30,0.00262
2694506,2021-05-02,5e-5
2694504,2021-05-03,5e-5
2699162,2021-05-03,4e-4
2694511,2021-05-03,5e-5
2699163,2021-05-03,5e-5
2699258,2021-05-04,1.2e-4
2694508,2021-05-04,5.1e-4
2694507,2021-05-05,5e-5
2699164,2021-05-06,4.1e-4
2699243,2021-05-06,2e-4
2699199,2021-05-06,0.00135
2699150,2021-05-06,0.00172
2699213,2021-05-06,7e-4
2699231,2021-05-06,5e-5
2699242,2021-05-06,1.3e-4
2699259,2021-05-07,5e-5
2699244,2021-05-07,0.00152
2699260,2021-05-07,1.3e-4
2699245,2021-05-07,0.00121
2703503,2021-05-09,5e-5
2699246,2021-05-09,3.2e-4
2699247,2021-05-09,7.6e-4
2699263,2021-05-10,5e-5
2699261,2021-05-10,6.3e-4
2699262,2021-05-10,8.2e-4
2699248,2021-05-11,5e-5
2699269,2021-05-11,0.0116
2699252,2021-05-12,7e-5
2701328,2021-05-12,1.33e-4
2701347,2021-05-13,5e-5
2701349,2021-05-13,0.00185
2701348,2021-05-13,5e-5
2701354,2021-05-13,0.0037
2701359,2021-05-14,1.72e-4
2701377,2021-05-14,0.00114
2701379,2021-05-14,5e-5
2701401,2021-05-14,1.07e-4
2701427,2021-05-14,5e-5
2701380,2021-05-14,5e-5
2701382,2021-05-14,8.51e-5
